,product,technology,region,technology_lifetime,wacc,technology_classification,current_trl,expected_maturity,capacity_factor,year
11572,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Canada,25,0.06,transition,,2027,,2048
11573,Alumina,MVR-Fossil-Boiler + H2-Calciner,Canada,25,0.06,end-state,,2030,,2048
11574,Alumina,Decommission,Canada,0,0.06,end-state,,2020,,2048
11575,Alumina,Gas-Boiler + Elec-Calciner,Scandinavia,20,0.06,transition,,2030,,2048
11576,Alumina,Gas-Boiler + Gas-Calciner,Scandinavia,25,0.06,initial,,2020,,2048
11577,Alumina,Gas-Boiler + Oil-Calciner,Scandinavia,25,0.06,initial,,2020,,2048
11578,Alumina,Gas-Boiler + H2-Calciner,Scandinavia,25,0.06,transition,,2030,,2048
11579,Alumina,Oil-Boiler + Elec-Calciner,Scandinavia,20,0.06,transition,,2030,,2048
11580,Alumina,Oil-Boiler + Gas-Calciner,Scandinavia,25,0.06,initial,,2020,,2048
11581,Alumina,Oil-Boiler + Oil-Calciner,Scandinavia,25,0.06,initial,,2020,,2048
11582,Alumina,Oil-Boiler + H2-Calciner,Scandinavia,25,0.06,transition,,2030,,2048
11583,Alumina,Coal-Boiler + Elec-Calciner,Scandinavia,20,0.06,transition,,2030,,2048
11584,Alumina,Coal-Boiler + Gas-Calciner,Scandinavia,25,0.06,initial,,2020,,2048
11585,Alumina,Coal-Boiler + Oil-Calciner,Scandinavia,25,0.06,initial,,2020,,2048
11586,Alumina,Coal-Boiler + H2-Calciner,Scandinavia,25,0.06,transition,,2030,,2048
11587,Alumina,Elec-Boiler + Elec-Calciner,Scandinavia,20,0.06,end-state,,2030,,2048
11588,Alumina,Elec-Boiler + Gas-Calciner,Scandinavia,25,0.06,transition,,2020,,2048
11589,Alumina,Elec-Boiler + Oil-Calciner,Scandinavia,25,0.06,transition,,2020,,2048
11590,Alumina,Elec-Boiler + H2-Calciner,Scandinavia,25,0.06,end-state,,2030,,2048
11591,Alumina,H2-Boiler + Elec-Calciner,Scandinavia,20,0.06,end-state,,2030,,2048
11592,Alumina,H2-Boiler + Gas-Calciner,Scandinavia,25,0.06,transition,,2027,,2048
11593,Alumina,H2-Boiler + Oil-Calciner,Scandinavia,25,0.06,transition,,2027,,2048
11594,Alumina,H2-Boiler + H2-Calciner,Scandinavia,25,0.06,end-state,,2030,,2048
11595,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Scandinavia,20,0.06,end-state,,2030,,2048
11596,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Scandinavia,25,0.06,transition,,2027,,2048
11597,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Scandinavia,25,0.06,transition,,2027,,2048
11598,Alumina,MVR-Fossil-Boiler + H2-Calciner,Scandinavia,25,0.06,end-state,,2030,,2048
11599,Alumina,Decommission,Scandinavia,0,0.06,end-state,,2020,,2048
11600,Alumina,Gas-Boiler + Elec-Calciner,China - North,20,0.06,transition,,2030,,2049
11601,Alumina,Gas-Boiler + Gas-Calciner,China - North,25,0.06,initial,,2020,,2049
11602,Alumina,Gas-Boiler + Oil-Calciner,China - North,25,0.06,initial,,2020,,2049
11603,Alumina,Gas-Boiler + H2-Calciner,China - North,25,0.06,transition,,2030,,2049
11604,Alumina,Oil-Boiler + Elec-Calciner,China - North,20,0.06,transition,,2030,,2049
11605,Alumina,Oil-Boiler + Gas-Calciner,China - North,25,0.06,initial,,2020,,2049
11606,Alumina,Oil-Boiler + Oil-Calciner,China - North,25,0.06,initial,,2020,,2049
11607,Alumina,Oil-Boiler + H2-Calciner,China - North,25,0.06,transition,,2030,,2049
11608,Alumina,Coal-Boiler + Elec-Calciner,China - North,20,0.06,transition,,2030,,2049
11609,Alumina,Coal-Boiler + Gas-Calciner,China - North,25,0.06,initial,,2020,,2049
11610,Alumina,Coal-Boiler + Oil-Calciner,China - North,25,0.06,initial,,2020,,2049
11611,Alumina,Coal-Boiler + H2-Calciner,China - North,25,0.06,transition,,2030,,2049
11612,Alumina,Elec-Boiler + Elec-Calciner,China - North,20,0.06,end-state,,2030,,2049
11613,Alumina,Elec-Boiler + Gas-Calciner,China - North,25,0.06,transition,,2020,,2049
11614,Alumina,Elec-Boiler + Oil-Calciner,China - North,25,0.06,transition,,2020,,2049
11615,Alumina,Elec-Boiler + H2-Calciner,China - North,25,0.06,end-state,,2030,,2049
11616,Alumina,H2-Boiler + Elec-Calciner,China - North,20,0.06,end-state,,2030,,2049
11617,Alumina,H2-Boiler + Gas-Calciner,China - North,25,0.06,transition,,2027,,2049
11618,Alumina,H2-Boiler + Oil-Calciner,China - North,25,0.06,transition,,2027,,2049
11619,Alumina,H2-Boiler + H2-Calciner,China - North,25,0.06,end-state,,2030,,2049
11620,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North,20,0.06,end-state,,2030,,2049
11621,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North,25,0.06,transition,,2027,,2049
11622,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North,25,0.06,transition,,2027,,2049
11623,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North,25,0.06,end-state,,2030,,2049
11624,Alumina,Gas-Boiler + Elec-Calciner,China - North West,20,0.06,transition,,2030,,2049
11625,Alumina,Gas-Boiler + Gas-Calciner,China - North West,25,0.06,initial,,2020,,2049
11626,Alumina,Gas-Boiler + Oil-Calciner,China - North West,25,0.06,initial,,2020,,2049
11627,Alumina,Gas-Boiler + H2-Calciner,China - North West,25,0.06,transition,,2030,,2049
11628,Alumina,Oil-Boiler + Elec-Calciner,China - North West,20,0.06,transition,,2030,,2049
11629,Alumina,Oil-Boiler + Gas-Calciner,China - North West,25,0.06,initial,,2020,,2049
11630,Alumina,Oil-Boiler + Oil-Calciner,China - North West,25,0.06,initial,,2020,,2049
11631,Alumina,Oil-Boiler + H2-Calciner,China - North West,25,0.06,transition,,2030,,2049
11632,Alumina,Coal-Boiler + Elec-Calciner,China - North West,20,0.06,transition,,2030,,2049
11633,Alumina,Coal-Boiler + Gas-Calciner,China - North West,25,0.06,initial,,2020,,2049
11634,Alumina,Coal-Boiler + Oil-Calciner,China - North West,25,0.06,initial,,2020,,2049
11635,Alumina,Coal-Boiler + H2-Calciner,China - North West,25,0.06,transition,,2030,,2049
11636,Alumina,Elec-Boiler + Elec-Calciner,China - North West,20,0.06,end-state,,2030,,2049
11637,Alumina,Elec-Boiler + Gas-Calciner,China - North West,25,0.06,transition,,2020,,2049
11638,Alumina,Elec-Boiler + Oil-Calciner,China - North West,25,0.06,transition,,2020,,2049
11639,Alumina,Elec-Boiler + H2-Calciner,China - North West,25,0.06,end-state,,2030,,2049
11640,Alumina,H2-Boiler + Elec-Calciner,China - North West,20,0.06,end-state,,2030,,2049
11641,Alumina,H2-Boiler + Gas-Calciner,China - North West,25,0.06,transition,,2027,,2049
11642,Alumina,H2-Boiler + Oil-Calciner,China - North West,25,0.06,transition,,2027,,2049
11643,Alumina,H2-Boiler + H2-Calciner,China - North West,25,0.06,end-state,,2030,,2049
11644,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North West,20,0.06,end-state,,2030,,2049
11645,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North West,25,0.06,transition,,2027,,2049
11646,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North West,25,0.06,transition,,2027,,2049
11647,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North West,25,0.06,end-state,,2030,,2049
11648,Alumina,Gas-Boiler + Elec-Calciner,China - North East,20,0.06,transition,,2030,,2049
11649,Alumina,Gas-Boiler + Gas-Calciner,China - North East,25,0.06,initial,,2020,,2049
11650,Alumina,Gas-Boiler + Oil-Calciner,China - North East,25,0.06,initial,,2020,,2049
11651,Alumina,Gas-Boiler + H2-Calciner,China - North East,25,0.06,transition,,2030,,2049
11652,Alumina,Oil-Boiler + Elec-Calciner,China - North East,20,0.06,transition,,2030,,2049
11653,Alumina,Oil-Boiler + Gas-Calciner,China - North East,25,0.06,initial,,2020,,2049
11654,Alumina,Oil-Boiler + Oil-Calciner,China - North East,25,0.06,initial,,2020,,2049
11655,Alumina,Oil-Boiler + H2-Calciner,China - North East,25,0.06,transition,,2030,,2049
11656,Alumina,Coal-Boiler + Elec-Calciner,China - North East,20,0.06,transition,,2030,,2049
11657,Alumina,Coal-Boiler + Gas-Calciner,China - North East,25,0.06,initial,,2020,,2049
11658,Alumina,Coal-Boiler + Oil-Calciner,China - North East,25,0.06,initial,,2020,,2049
11659,Alumina,Coal-Boiler + H2-Calciner,China - North East,25,0.06,transition,,2030,,2049
11660,Alumina,Elec-Boiler + Elec-Calciner,China - North East,20,0.06,end-state,,2030,,2049
11661,Alumina,Elec-Boiler + Gas-Calciner,China - North East,25,0.06,transition,,2020,,2049
11662,Alumina,Elec-Boiler + Oil-Calciner,China - North East,25,0.06,transition,,2020,,2049
11663,Alumina,Elec-Boiler + H2-Calciner,China - North East,25,0.06,end-state,,2030,,2049
11664,Alumina,H2-Boiler + Elec-Calciner,China - North East,20,0.06,end-state,,2030,,2049
11665,Alumina,H2-Boiler + Gas-Calciner,China - North East,25,0.06,transition,,2027,,2049
11666,Alumina,H2-Boiler + Oil-Calciner,China - North East,25,0.06,transition,,2027,,2049
11667,Alumina,H2-Boiler + H2-Calciner,China - North East,25,0.06,end-state,,2030,,2049
11668,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - North East,20,0.06,end-state,,2030,,2049
11669,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - North East,25,0.06,transition,,2027,,2049
11670,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North East,25,0.06,transition,,2027,,2049
11671,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - North East,25,0.06,end-state,,2030,,2049
11672,Alumina,Gas-Boiler + Elec-Calciner,China - Central,20,0.06,transition,,2030,,2049
11673,Alumina,Gas-Boiler + Gas-Calciner,China - Central,25,0.06,initial,,2020,,2049
11674,Alumina,Gas-Boiler + Oil-Calciner,China - Central,25,0.06,initial,,2020,,2049
11675,Alumina,Gas-Boiler + H2-Calciner,China - Central,25,0.06,transition,,2030,,2049
11676,Alumina,Oil-Boiler + Elec-Calciner,China - Central,20,0.06,transition,,2030,,2049
11677,Alumina,Oil-Boiler + Gas-Calciner,China - Central,25,0.06,initial,,2020,,2049
11678,Alumina,Oil-Boiler + Oil-Calciner,China - Central,25,0.06,initial,,2020,,2049
11679,Alumina,Oil-Boiler + H2-Calciner,China - Central,25,0.06,transition,,2030,,2049
11680,Alumina,Coal-Boiler + Elec-Calciner,China - Central,20,0.06,transition,,2030,,2049
11681,Alumina,Coal-Boiler + Gas-Calciner,China - Central,25,0.06,initial,,2020,,2049
11682,Alumina,Coal-Boiler + Oil-Calciner,China - Central,25,0.06,initial,,2020,,2049
11683,Alumina,Coal-Boiler + H2-Calciner,China - Central,25,0.06,transition,,2030,,2049
11684,Alumina,Elec-Boiler + Elec-Calciner,China - Central,20,0.06,end-state,,2030,,2049
11685,Alumina,Elec-Boiler + Gas-Calciner,China - Central,25,0.06,transition,,2020,,2049
11686,Alumina,Elec-Boiler + Oil-Calciner,China - Central,25,0.06,transition,,2020,,2049
11687,Alumina,Elec-Boiler + H2-Calciner,China - Central,25,0.06,end-state,,2030,,2049
11688,Alumina,H2-Boiler + Elec-Calciner,China - Central,20,0.06,end-state,,2030,,2049
11689,Alumina,H2-Boiler + Gas-Calciner,China - Central,25,0.06,transition,,2027,,2049
11690,Alumina,H2-Boiler + Oil-Calciner,China - Central,25,0.06,transition,,2027,,2049
11691,Alumina,H2-Boiler + H2-Calciner,China - Central,25,0.06,end-state,,2030,,2049
11692,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - Central,20,0.06,end-state,,2030,,2049
11693,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - Central,25,0.06,transition,,2027,,2049
11694,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - Central,25,0.06,transition,,2027,,2049
11695,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - Central,25,0.06,end-state,,2030,,2049
11696,Alumina,Gas-Boiler + Elec-Calciner,China - South,20,0.06,transition,,2030,,2049
11697,Alumina,Gas-Boiler + Gas-Calciner,China - South,25,0.06,initial,,2020,,2049
11698,Alumina,Gas-Boiler + Oil-Calciner,China - South,25,0.06,initial,,2020,,2049
11699,Alumina,Gas-Boiler + H2-Calciner,China - South,25,0.06,transition,,2030,,2049
11700,Alumina,Oil-Boiler + Elec-Calciner,China - South,20,0.06,transition,,2030,,2049
11701,Alumina,Oil-Boiler + Gas-Calciner,China - South,25,0.06,initial,,2020,,2049
11702,Alumina,Oil-Boiler + Oil-Calciner,China - South,25,0.06,initial,,2020,,2049
11703,Alumina,Oil-Boiler + H2-Calciner,China - South,25,0.06,transition,,2030,,2049
11704,Alumina,Coal-Boiler + Elec-Calciner,China - South,20,0.06,transition,,2030,,2049
11705,Alumina,Coal-Boiler + Gas-Calciner,China - South,25,0.06,initial,,2020,,2049
11706,Alumina,Coal-Boiler + Oil-Calciner,China - South,25,0.06,initial,,2020,,2049
11707,Alumina,Coal-Boiler + H2-Calciner,China - South,25,0.06,transition,,2030,,2049
11708,Alumina,Elec-Boiler + Elec-Calciner,China - South,20,0.06,end-state,,2030,,2049
11709,Alumina,Elec-Boiler + Gas-Calciner,China - South,25,0.06,transition,,2020,,2049
11710,Alumina,Elec-Boiler + Oil-Calciner,China - South,25,0.06,transition,,2020,,2049
11711,Alumina,Elec-Boiler + H2-Calciner,China - South,25,0.06,end-state,,2030,,2049
11712,Alumina,H2-Boiler + Elec-Calciner,China - South,20,0.06,end-state,,2030,,2049
11713,Alumina,H2-Boiler + Gas-Calciner,China - South,25,0.06,transition,,2027,,2049
11714,Alumina,H2-Boiler + Oil-Calciner,China - South,25,0.06,transition,,2027,,2049
11715,Alumina,H2-Boiler + H2-Calciner,China - South,25,0.06,end-state,,2030,,2049
11716,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - South,20,0.06,end-state,,2030,,2049
11717,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - South,25,0.06,transition,,2027,,2049
11718,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - South,25,0.06,transition,,2027,,2049
11719,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - South,25,0.06,end-state,,2030,,2049
11720,Alumina,Gas-Boiler + Elec-Calciner,China - East,20,0.06,transition,,2030,,2049
11721,Alumina,Gas-Boiler + Gas-Calciner,China - East,25,0.06,initial,,2020,,2049
11722,Alumina,Gas-Boiler + Oil-Calciner,China - East,25,0.06,initial,,2020,,2049
11723,Alumina,Gas-Boiler + H2-Calciner,China - East,25,0.06,transition,,2030,,2049
11724,Alumina,Oil-Boiler + Elec-Calciner,China - East,20,0.06,transition,,2030,,2049
11725,Alumina,Oil-Boiler + Gas-Calciner,China - East,25,0.06,initial,,2020,,2049
11726,Alumina,Oil-Boiler + Oil-Calciner,China - East,25,0.06,initial,,2020,,2049
11727,Alumina,Oil-Boiler + H2-Calciner,China - East,25,0.06,transition,,2030,,2049
11728,Alumina,Coal-Boiler + Elec-Calciner,China - East,20,0.06,transition,,2030,,2049
11729,Alumina,Coal-Boiler + Gas-Calciner,China - East,25,0.06,initial,,2020,,2049
11730,Alumina,Coal-Boiler + Oil-Calciner,China - East,25,0.06,initial,,2020,,2049
11731,Alumina,Coal-Boiler + H2-Calciner,China - East,25,0.06,transition,,2030,,2049
11732,Alumina,Elec-Boiler + Elec-Calciner,China - East,20,0.06,end-state,,2030,,2049
11733,Alumina,Elec-Boiler + Gas-Calciner,China - East,25,0.06,transition,,2020,,2049
11734,Alumina,Elec-Boiler + Oil-Calciner,China - East,25,0.06,transition,,2020,,2049
11735,Alumina,Elec-Boiler + H2-Calciner,China - East,25,0.06,end-state,,2030,,2049
11736,Alumina,H2-Boiler + Elec-Calciner,China - East,20,0.06,end-state,,2030,,2049
11737,Alumina,H2-Boiler + Gas-Calciner,China - East,25,0.06,transition,,2027,,2049
11738,Alumina,H2-Boiler + Oil-Calciner,China - East,25,0.06,transition,,2027,,2049
11739,Alumina,H2-Boiler + H2-Calciner,China - East,25,0.06,end-state,,2030,,2049
11740,Alumina,MVR-Fossil-Boiler + Elec-Calciner,China - East,20,0.06,end-state,,2030,,2049
11741,Alumina,MVR-Fossil-Boiler + Gas-Calciner,China - East,25,0.06,transition,,2027,,2049
11742,Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - East,25,0.06,transition,,2027,,2049
11743,Alumina,MVR-Fossil-Boiler + H2-Calciner,China - East,25,0.06,end-state,,2030,,2049
11744,Alumina,Gas-Boiler + Elec-Calciner,Rest of Asia,20,0.06,transition,,2030,,2049
11745,Alumina,Gas-Boiler + Gas-Calciner,Rest of Asia,25,0.06,initial,,2020,,2049
11746,Alumina,Gas-Boiler + Oil-Calciner,Rest of Asia,25,0.06,initial,,2020,,2049
11747,Alumina,Gas-Boiler + H2-Calciner,Rest of Asia,25,0.06,transition,,2030,,2049
11748,Alumina,Oil-Boiler + Elec-Calciner,Rest of Asia,20,0.06,transition,,2030,,2049
11749,Alumina,Oil-Boiler + Gas-Calciner,Rest of Asia,25,0.06,initial,,2020,,2049
11750,Alumina,Oil-Boiler + Oil-Calciner,Rest of Asia,25,0.06,initial,,2020,,2049
11751,Alumina,Oil-Boiler + H2-Calciner,Rest of Asia,25,0.06,transition,,2030,,2049
11752,Alumina,Coal-Boiler + Elec-Calciner,Rest of Asia,20,0.06,transition,,2030,,2049
11753,Alumina,Coal-Boiler + Gas-Calciner,Rest of Asia,25,0.06,initial,,2020,,2049
11754,Alumina,Coal-Boiler + Oil-Calciner,Rest of Asia,25,0.06,initial,,2020,,2049
11755,Alumina,Coal-Boiler + H2-Calciner,Rest of Asia,25,0.06,transition,,2030,,2049
11756,Alumina,Elec-Boiler + Elec-Calciner,Rest of Asia,20,0.06,end-state,,2030,,2049
11757,Alumina,Elec-Boiler + Gas-Calciner,Rest of Asia,25,0.06,transition,,2020,,2049
11758,Alumina,Elec-Boiler + Oil-Calciner,Rest of Asia,25,0.06,transition,,2020,,2049
11759,Alumina,Elec-Boiler + H2-Calciner,Rest of Asia,25,0.06,end-state,,2030,,2049
11760,Alumina,H2-Boiler + Elec-Calciner,Rest of Asia,20,0.06,end-state,,2030,,2049
11761,Alumina,H2-Boiler + Gas-Calciner,Rest of Asia,25,0.06,transition,,2027,,2049
11762,Alumina,H2-Boiler + Oil-Calciner,Rest of Asia,25,0.06,transition,,2027,,2049
11763,Alumina,H2-Boiler + H2-Calciner,Rest of Asia,25,0.06,end-state,,2030,,2049
11764,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Rest of Asia,20,0.06,end-state,,2030,,2049
11765,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Rest of Asia,25,0.06,transition,,2027,,2049
11766,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Rest of Asia,25,0.06,transition,,2027,,2049
11767,Alumina,MVR-Fossil-Boiler + H2-Calciner,Rest of Asia,25,0.06,end-state,,2030,,2049
11768,Alumina,Gas-Boiler + Elec-Calciner,US,20,0.06,transition,,2030,,2049
11769,Alumina,Gas-Boiler + Gas-Calciner,US,25,0.06,initial,,2020,,2049
11770,Alumina,Gas-Boiler + Oil-Calciner,US,25,0.06,initial,,2020,,2049
11771,Alumina,Gas-Boiler + H2-Calciner,US,25,0.06,transition,,2030,,2049
11772,Alumina,Oil-Boiler + Elec-Calciner,US,20,0.06,transition,,2030,,2049
11773,Alumina,Oil-Boiler + Gas-Calciner,US,25,0.06,initial,,2020,,2049
11774,Alumina,Oil-Boiler + Oil-Calciner,US,25,0.06,initial,,2020,,2049
11775,Alumina,Oil-Boiler + H2-Calciner,US,25,0.06,transition,,2030,,2049
11776,Alumina,Coal-Boiler + Elec-Calciner,US,20,0.06,transition,,2030,,2049
11777,Alumina,Coal-Boiler + Gas-Calciner,US,25,0.06,initial,,2020,,2049
11778,Alumina,Coal-Boiler + Oil-Calciner,US,25,0.06,initial,,2020,,2049
11779,Alumina,Coal-Boiler + H2-Calciner,US,25,0.06,transition,,2030,,2049
11780,Alumina,Elec-Boiler + Elec-Calciner,US,20,0.06,end-state,,2030,,2049
11781,Alumina,Elec-Boiler + Gas-Calciner,US,25,0.06,transition,,2020,,2049
11782,Alumina,Elec-Boiler + Oil-Calciner,US,25,0.06,transition,,2020,,2049
11783,Alumina,Elec-Boiler + H2-Calciner,US,25,0.06,end-state,,2030,,2049
11784,Alumina,H2-Boiler + Elec-Calciner,US,20,0.06,end-state,,2030,,2049
11785,Alumina,H2-Boiler + Gas-Calciner,US,25,0.06,transition,,2027,,2049
11786,Alumina,H2-Boiler + Oil-Calciner,US,25,0.06,transition,,2027,,2049
11787,Alumina,H2-Boiler + H2-Calciner,US,25,0.06,end-state,,2030,,2049
11788,Alumina,MVR-Fossil-Boiler + Elec-Calciner,US,20,0.06,end-state,,2030,,2049
11789,Alumina,MVR-Fossil-Boiler + Gas-Calciner,US,25,0.06,transition,,2027,,2049
11790,Alumina,MVR-Fossil-Boiler + Oil-Calciner,US,25,0.06,transition,,2027,,2049
11791,Alumina,MVR-Fossil-Boiler + H2-Calciner,US,25,0.06,end-state,,2030,,2049
11792,Alumina,Gas-Boiler + Elec-Calciner,Russia,20,0.06,transition,,2030,,2049
11793,Alumina,Gas-Boiler + Gas-Calciner,Russia,25,0.06,initial,,2020,,2049
11794,Alumina,Gas-Boiler + Oil-Calciner,Russia,25,0.06,initial,,2020,,2049
11795,Alumina,Gas-Boiler + H2-Calciner,Russia,25,0.06,transition,,2030,,2049
11796,Alumina,Oil-Boiler + Elec-Calciner,Russia,20,0.06,transition,,2030,,2049
11797,Alumina,Oil-Boiler + Gas-Calciner,Russia,25,0.06,initial,,2020,,2049
11798,Alumina,Oil-Boiler + Oil-Calciner,Russia,25,0.06,initial,,2020,,2049
11799,Alumina,Oil-Boiler + H2-Calciner,Russia,25,0.06,transition,,2030,,2049
11800,Alumina,Coal-Boiler + Elec-Calciner,Russia,20,0.06,transition,,2030,,2049
11801,Alumina,Coal-Boiler + Gas-Calciner,Russia,25,0.06,initial,,2020,,2049
11802,Alumina,Coal-Boiler + Oil-Calciner,Russia,25,0.06,initial,,2020,,2049
11803,Alumina,Coal-Boiler + H2-Calciner,Russia,25,0.06,transition,,2030,,2049
11804,Alumina,Elec-Boiler + Elec-Calciner,Russia,20,0.06,end-state,,2030,,2049
11805,Alumina,Elec-Boiler + Gas-Calciner,Russia,25,0.06,transition,,2020,,2049
11806,Alumina,Elec-Boiler + Oil-Calciner,Russia,25,0.06,transition,,2020,,2049
11807,Alumina,Elec-Boiler + H2-Calciner,Russia,25,0.06,end-state,,2030,,2049
11808,Alumina,H2-Boiler + Elec-Calciner,Russia,20,0.06,end-state,,2030,,2049
11809,Alumina,H2-Boiler + Gas-Calciner,Russia,25,0.06,transition,,2027,,2049
11810,Alumina,H2-Boiler + Oil-Calciner,Russia,25,0.06,transition,,2027,,2049
11811,Alumina,H2-Boiler + H2-Calciner,Russia,25,0.06,end-state,,2030,,2049
11812,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Russia,20,0.06,end-state,,2030,,2049
11813,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Russia,25,0.06,transition,,2027,,2049
11814,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Russia,25,0.06,transition,,2027,,2049
11815,Alumina,MVR-Fossil-Boiler + H2-Calciner,Russia,25,0.06,end-state,,2030,,2049
11816,Alumina,Gas-Boiler + Elec-Calciner,Rest of Europe,20,0.06,transition,,2030,,2049
11817,Alumina,Gas-Boiler + Gas-Calciner,Rest of Europe,25,0.06,initial,,2020,,2049
11818,Alumina,Gas-Boiler + Oil-Calciner,Rest of Europe,25,0.06,initial,,2020,,2049
11819,Alumina,Gas-Boiler + H2-Calciner,Rest of Europe,25,0.06,transition,,2030,,2049
11820,Alumina,Oil-Boiler + Elec-Calciner,Rest of Europe,20,0.06,transition,,2030,,2049
11821,Alumina,Oil-Boiler + Gas-Calciner,Rest of Europe,25,0.06,initial,,2020,,2049
11822,Alumina,Oil-Boiler + Oil-Calciner,Rest of Europe,25,0.06,initial,,2020,,2049
11823,Alumina,Oil-Boiler + H2-Calciner,Rest of Europe,25,0.06,transition,,2030,,2049
11824,Alumina,Coal-Boiler + Elec-Calciner,Rest of Europe,20,0.06,transition,,2030,,2049
11825,Alumina,Coal-Boiler + Gas-Calciner,Rest of Europe,25,0.06,initial,,2020,,2049
11826,Alumina,Coal-Boiler + Oil-Calciner,Rest of Europe,25,0.06,initial,,2020,,2049
11827,Alumina,Coal-Boiler + H2-Calciner,Rest of Europe,25,0.06,transition,,2030,,2049
11828,Alumina,Elec-Boiler + Elec-Calciner,Rest of Europe,20,0.06,end-state,,2030,,2049
11829,Alumina,Elec-Boiler + Gas-Calciner,Rest of Europe,25,0.06,transition,,2020,,2049
11830,Alumina,Elec-Boiler + Oil-Calciner,Rest of Europe,25,0.06,transition,,2020,,2049
11831,Alumina,Elec-Boiler + H2-Calciner,Rest of Europe,25,0.06,end-state,,2030,,2049
11832,Alumina,H2-Boiler + Elec-Calciner,Rest of Europe,20,0.06,end-state,,2030,,2049
11833,Alumina,H2-Boiler + Gas-Calciner,Rest of Europe,25,0.06,transition,,2027,,2049
11834,Alumina,H2-Boiler + Oil-Calciner,Rest of Europe,25,0.06,transition,,2027,,2049
11835,Alumina,H2-Boiler + H2-Calciner,Rest of Europe,25,0.06,end-state,,2030,,2049
11836,Alumina,MVR-Fossil-Boiler + Elec-Calciner,Rest of Europe,20,0.06,end-state,,2030,,2049
11837,Alumina,MVR-Fossil-Boiler + Gas-Calciner,Rest of Europe,25,0.06,transition,,2027,,2049
11838,Alumina,MVR-Fossil-Boiler + Oil-Calciner,Rest of Europe,25,0.06,transition,,2027,,2049
11839,Alumina,MVR-Fossil-Boiler + H2-Calciner,Rest of Europe,25,0.06,end-state,,2030,,2049
11840,Alumina,Gas-Boiler + Elec-Calciner,Middle East,20,0.06,transition,,2030,,2049
11841,Alumina,Gas-Boiler + Gas-Calciner,Middle East,25,0.06,initial,,2020,,2049
11842,Alumina,Gas-Boiler + Oil-Calciner,Middle East,25,0.06,initial,,2020,,2049
11843,Alumina,Gas-Boiler + H2-Calciner,Middle East,25,0.06,transition,,2030,,2049
11844,Alumina,Oil-Boiler + Elec-Calciner,Middle East,20,0.06,transition,,2030,,2049
11845,Alumina,Oil-Boiler + Gas-Calciner,Middle East,25,0.06,initial,,2020,,2049
11846,Alumina,Oil-Boiler + Oil-Calciner,Middle East,25,0.06,initial,,2020,,2049
11847,Alumina,Oil-Boiler + H2-Calciner,Middle East,25,0.06,transition,,2030,,2049
11848,Alumina,Coal-Boiler + Elec-Calciner,Middle East,20,0.06,transition,,2030,,2049
11849,Alumina,Coal-Boiler + Gas-Calciner,Middle East,25,0.06,initial,,2020,,2049
11850,Alumina,Coal-Boiler + Oil-Calciner,Middle East,25,0.06,initial,,2020,,2049
11851,Alumina,Coal-Boiler + H2-Calciner,Middle East,25,0.06,transition,,2030,,2049
11852,Alumina,Elec-Boiler + Elec-Calciner,Middle East,20,0.06,end-state,,2030,,2049
11853,Alumina,Elec-Boiler + Gas-Calciner,Middle East,25,0.06,transition,,2020,,2049
11854,Alumina,Elec-Boiler + Oil-Calciner,Middle East,25,0.06,transition,,2020,,2049
11855,Alumina,Elec-Boiler + H2-Calciner,Middle East,25,0.06,end-state,,2030,,2049
11856,Alumina,H2-Boiler + Elec-Calciner,Middle East,20,0.06,end-state,,2030,,2049
11857,Alumina,H2-Boiler + Gas-Calciner,Middle East,25,0.06,transition,,2027,,2049
