,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,greenfield_bau_score,greenfield_bau_score_binned,greenfield_bau_ranking
762,762,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2030,589.1673647,1197.102815,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4578115217746419,1.0,0.0,0.4578115217746419,5,5032.5
769,769,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2030,973.7992375,1978.619114,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.002247942150163995,1.0,0.0,0.002247942150163995,1,5249.5
776,776,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2031,610.9589089,1241.380079,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4320013001488874,1.0,0.0,0.4320013001488874,5,5091.5
783,783,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2031,588.9791127,1196.720315,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4580344901791248,1.0,0.0,0.4580344901791248,5,5030.5
790,790,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2031,973.7381255,1978.494943,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0023203240910451006,1.0,0.0,0.0023203240910451006,1,5247.5
797,797,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2031,526.2115305,1069.185672,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5323773266769056,1.0,0.0,0.5323773266769056,6,4931.0
804,804,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2031,610.9589089,1241.380079,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4320013001488874,1.0,0.0,0.4320013001488874,5,5091.5
811,811,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2031,967.637105,1966.098552,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009546461431430231,1.0,0.0,0.009546461431430231,1,5181.0
818,818,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2031,597.3208597,1213.669537,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44815440380984517,1.0,0.0,0.44815440380984517,5,5059.0
825,825,Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2031,675.1696537,1371.84702,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3559491608955908,1.0,0.0,0.3559491608955908,4,5150.0
832,832,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2031,588.9791127,1196.720315,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4580344901791248,1.0,0.0,0.4580344901791248,5,5030.5
839,839,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2031,973.7381255,1978.494943,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0023203240910451006,1.0,0.0,0.0023203240910451006,1,5247.5
846,846,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2032,610.9479209,1241.357753,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43201431449576533,1.0,0.0,0.43201431449576533,5,5087.5
853,853,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2032,588.8021313,1196.360714,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4582441095211829,1.0,0.0,0.4582441095211829,5,5028.5
860,860,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2032,973.6831208,1978.383181,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0023854724570548935,1.0,0.0,0.0023854724570548935,1,5245.5
867,867,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2032,526.2005426,1069.163346,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5323903409053421,1.0,0.0,0.5323903409053421,6,4929.0
874,874,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2032,610.9479209,1241.357753,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43201431449576533,1.0,0.0,0.43201431449576533,5,5087.5
881,881,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2032,967.6261171,1966.076226,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0095594756598667,1.0,0.0,0.0095594756598667,1,5179.0
888,888,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2032,597.4166036,1213.864075,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4480410033433324,1.0,0.0,0.4480410033433324,5,5061.0
895,895,Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2032,675.1586657,1371.824694,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.35596217524246876,1.0,0.0,0.35596217524246876,4,5148.0
902,902,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2032,588.8021313,1196.360714,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4582441095211829,1.0,0.0,0.4582441095211829,5,5028.5
909,909,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2032,973.6831208,1978.383181,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0023854724570548935,1.0,0.0,0.0023854724570548935,1,5245.5
916,916,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2033,610.9468277,1241.355532,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43201560929773175,1.0,0.0,0.43201560929773175,5,5085.5
923,923,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2033,588.6370968,1196.025388,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4584395787812685,1.0,0.0,0.4584395787812685,5,5026.5
930,930,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2033,973.6345898,1978.284573,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0024429532787085817,1.0,0.0,0.0024429532787085817,1,5243.5
937,937,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2033,526.1994494,1069.161125,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5323916357073084,1.0,0.0,0.5323916357073084,6,4928.0
944,944,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2033,610.9468277,1241.355532,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43201560929773175,1.0,0.0,0.43201560929773175,5,5085.5
951,951,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2033,967.6250239,1966.074005,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009560770461833124,1.0,0.0,0.009560770461833124,1,5178.0
958,958,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2033,597.5084035,1214.050599,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44793227420773396,1.0,0.0,0.44793227420773396,5,5063.0
965,965,Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2033,675.1575725,1371.822472,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3559634700444352,1.0,0.0,0.3559634700444352,4,5147.0
972,972,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2033,588.6370968,1196.025388,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4584395787812685,1.0,0.0,0.4584395787812685,5,5026.5
979,979,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2033,973.6345898,1978.284573,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0024429532787085817,1.0,0.0,0.0024429532787085817,1,5243.5
986,986,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2034,610.956223,1241.374622,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43200448136787895,1.0,0.0,0.43200448136787895,5,5089.5
993,993,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2034,588.484726,1195.715792,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4586200489710448,1.0,0.0,0.4586200489710448,5,5024.5
1000,1000,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2034,973.5929209,1978.199908,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.002492306529402133,1.0,0.0,0.002492306529402133,1,5241.5
1007,1007,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2034,526.2088447,1069.180215,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5323805077774558,1.0,0.0,0.5323805077774558,6,4930.0
1014,1014,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2034,610.956223,1241.374622,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43200448136787895,1.0,0.0,0.43200448136787895,5,5089.5
1021,1021,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2034,967.6344192,1966.093095,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009549642531980318,1.0,0.0,0.009549642531980318,1,5180.0
1028,1028,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2034,597.5960227,1214.228629,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4478284967539694,1.0,0.0,0.4478284967539694,5,5064.0
1035,1035,Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2034,675.1669678,1371.841562,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3559523421145825,1.0,0.0,0.3559523421145825,4,5149.0
1042,1042,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2034,588.484726,1195.715792,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4586200489710448,1.0,0.0,0.4586200489710448,5,5024.5
1049,1049,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2034,973.5929209,1978.199908,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.002492306529402133,1.0,0.0,0.002492306529402133,1,5241.5
1056,1056,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2035,610.9767361,1241.416302,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43198018535414195,1.0,0.0,0.43198018535414195,5,5093.5
1063,1063,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2035,588.3457787,1195.433472,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45878462017235055,1.0,0.0,0.45878462017235055,5,5022.5
1070,1070,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2035,973.5585258,1978.130022,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.002533044585672606,1.0,0.0,0.002533044585672606,1,5239.5
1077,1077,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2035,526.2293578,1069.221894,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5323562117637188,1.0,0.0,0.5323562117637188,6,4932.0
1084,1084,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2035,610.9767361,1241.416302,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.43198018535414195,1.0,0.0,0.43198018535414195,5,5093.5
1091,1091,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2035,967.6549323,1966.134775,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009525346518243438,1.0,0.0,0.009525346518243438,1,5182.0
1098,1098,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2035,597.6792103,1214.397654,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4477299681516451,1.0,0.0,0.4477299681516451,5,5065.0
1105,1105,Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2035,675.1874809,1371.883242,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3559280461008456,1.0,0.0,0.3559280461008456,4,5151.0
1112,1112,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2035,588.3457787,1195.433472,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45878462017235055,1.0,0.0,0.45878462017235055,5,5022.5
1119,1119,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2035,973.5585258,1978.130022,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.002533044585672606,1.0,0.0,0.002533044585672606,1,5239.5
1126,1126,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2036,611.0090341,1241.481926,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4319419311335867,1.0,0.0,0.4319419311335867,5,5097.5
1133,1133,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2036,588.2210603,1195.180062,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4589323384577215,1.0,0.0,0.4589323384577215,5,5020.5
1140,1140,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2036,973.5318411,1978.075803,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0025646503321353764,1.0,0.0,0.0025646503321353764,1,5237.5
1147,1147,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2036,526.2616558,1069.287519,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5323179575431636,1.0,0.0,0.5323179575431636,6,4934.0
1154,1154,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2036,611.0090341,1241.481926,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4319419311335867,1.0,0.0,0.4319419311335867,5,5097.5
1161,1161,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2036,967.6872303,1966.200399,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009487092297688071,1.0,0.0,0.009487092297688071,1,5184.0
1168,1168,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2036,597.7577006,1214.557135,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4476370030997021,1.0,0.0,0.4476370030997021,5,5067.0
1175,1175,Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2036,675.2197789,1371.948867,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.35588979188029013,1.0,0.0,0.35588979188029013,4,5153.0
1182,1182,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2036,588.2210603,1195.180062,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4589323384577215,1.0,0.0,0.4589323384577215,5,5020.5
1189,1189,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2036,973.5318411,1978.075803,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0025646503321353764,1.0,0.0,0.0025646503321353764,1,5237.5
1196,1196,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2037,611.0493157,1241.563773,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4318942210211735,1.0,0.0,0.4318942210211735,5,5099.5
1203,1203,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2037,588.1077455,1194.949823,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45906655015353515,1.0,0.0,0.45906655015353515,5,5018.5
1210,1210,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2037,973.5110426,1978.033543,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0025892843777796104,1.0,0.0,0.0025892843777796104,1,5235.5
1217,1217,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2037,526.3019374,1069.369366,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5322702474307502,1.0,0.0,0.5322702474307502,6,4935.0
1224,1224,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2037,611.0493157,1241.563773,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4318942210211735,1.0,0.0,0.4318942210211735,5,5099.5
1231,1231,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2037,967.7275119,1966.282246,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009439382185274847,1.0,0.0,0.009439382185274847,1,5185.0
1238,1238,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2037,597.8330598,1214.710254,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44754774656810037,1.0,0.0,0.44754774656810037,5,5068.0
1245,1245,Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2037,675.2600606,1372.030713,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.35584208164943554,1.0,0.0,0.35584208164943554,4,5154.0
1252,1252,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2037,588.1077455,1194.949823,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45906655015353515,1.0,0.0,0.45906655015353515,5,5018.5
1259,1259,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2037,973.5110426,1978.033543,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0025892843777796104,1.0,0.0,0.0025892843777796104,1,5235.5
1266,1266,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2038,611.0980602,1241.662815,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4318364873270172,1.0,0.0,0.4318364873270172,5,5103.5
1273,1273,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2038,588.0065187,1194.744144,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4591864446464855,1.0,0.0,0.4591864446464855,5,5016.5
1280,1280,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2038,973.4964837,1978.003962,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.00260652815050999,1.0,0.0,0.00260652815050999,1,5225.5
1287,1287,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2038,526.3506818,1069.468407,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5322125138550355,1.0,0.0,0.5322125138550355,6,4937.0
1294,1294,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2038,611.0980602,1241.662815,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4318364873270172,1.0,0.0,0.4318364873270172,5,5103.5
1301,1301,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2038,967.7762563,1966.381288,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009381648609560034,1.0,0.0,0.009381648609560034,1,5187.0
1308,1308,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2038,597.9051001,1214.856629,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.44746242098988886,1.0,0.0,0.44746242098988886,5,5069.0
1315,1315,Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2038,675.308805,1372.129755,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.3557843480737206,1.0,0.0,0.3557843480737206,4,5156.0
1322,1322,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2038,588.0065187,1194.744144,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4591864446464855,1.0,0.0,0.4591864446464855,5,5016.5
1329,1329,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2038,973.4964837,1978.003962,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.00260652815050999,1.0,0.0,0.00260652815050999,1,5225.5
1336,1336,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2039,611.1557751,1241.780083,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4317681289607427,1.0,0.0,0.4317681289607427,5,5105.5
1343,1343,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2039,587.918105,1194.564501,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45929116311759566,1.0,0.0,0.45929116311759566,5,5014.5
1350,1350,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2039,973.4885387,1977.987819,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.002615938323966782,1.0,0.0,0.002615938323966782,1,5217.5
1357,1357,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2039,526.4083968,1069.585676,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5321441553703197,1.0,0.0,0.5321441553703197,6,4938.0
1364,1364,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2039,611.1557751,1241.780083,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4317681289607427,1.0,0.0,0.4317681289607427,5,5105.5
1371,1371,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2039,967.8339713,1966.498556,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009313290124844165,1.0,0.0,0.009313290124844165,1,5188.0
1378,1378,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2039,597.9736223,1214.995856,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4473812623004425,1.0,0.0,0.4473812623004425,5,5070.0
1385,1385,Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2039,675.3665199,1372.247023,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.35571598970744633,1.0,0.0,0.35571598970744633,4,5157.0
1392,1392,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2039,587.918105,1194.564501,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.45929116311759566,1.0,0.0,0.45929116311759566,5,5014.5
1399,1399,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2039,973.4885387,1977.987819,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.002615938323966782,1.0,0.0,0.002615938323966782,1,5217.5
1406,1406,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2040,611.2229987,1241.916672,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4316885083520078,1.0,0.0,0.4316885083520078,5,5109.5
1413,1413,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2040,587.8432733,1194.412453,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4593797948705318,1.0,0.0,0.4593797948705318,5,5012.5
1420,1420,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2040,973.4876044,1977.98592,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0026170449224641734,1.0,0.0,0.0026170449224641734,1,5215.5
1427,1427,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2040,526.4756204,1069.722264,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5320645347615844,1.0,0.0,0.5320645347615844,6,4940.0
1434,1434,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2040,611.2229987,1241.916672,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4316885083520078,1.0,0.0,0.4316885083520078,5,5109.5
1441,1441,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2040,967.9011949,1966.635145,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009233669516109155,1.0,0.0,0.009233669516109155,1,5190.0
1448,1448,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2040,598.0384155,1215.127507,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.447304520292786,1.0,0.0,0.447304520292786,5,5072.0
1455,1455,Ammonia,New-build,Oceania,greenfield,Biomass Digestion + ammonia synthesis,2040,675.4337436,1372.383612,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.35563636898026973,1.0,0.0,0.35563636898026973,4,5159.0
1462,1462,Ammonia,New-build,Rest of Asia,greenfield,Biomass Digestion + ammonia synthesis,2040,587.8432733,1194.412453,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4593797948705318,1.0,0.0,0.4593797948705318,5,5012.5
1469,1469,Ammonia,New-build,Russia,greenfield,Biomass Digestion + ammonia synthesis,2040,973.4876044,1977.98592,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0026170449224641734,1.0,0.0,0.0026170449224641734,1,5215.5
1476,1476,Ammonia,New-build,Africa,greenfield,Biomass Digestion + ammonia synthesis,2041,611.3003017,1242.07374,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4315969495554386,1.0,0.0,0.4315969495554386,5,5111.5
1483,1483,Ammonia,New-build,China,greenfield,Biomass Digestion + ammonia synthesis,2041,587.7828385,1194.289659,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4594513747258918,1.0,0.0,0.4594513747258918,5,5010.5
1490,1490,Ammonia,New-build,Europe,greenfield,Biomass Digestion + ammonia synthesis,2041,973.4941015,1977.999121,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.0026093496628080137,1.0,0.0,0.0026093496628080137,1,5223.5
1497,1497,Ammonia,New-build,India,greenfield,Biomass Digestion + ammonia synthesis,2041,526.5529234,1069.879333,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.5319729759650154,1.0,0.0,0.5319729759650154,6,4941.0
1504,1504,Ammonia,New-build,Latin America,greenfield,Biomass Digestion + ammonia synthesis,2041,611.3003017,1242.07374,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4315969495554386,1.0,0.0,0.4315969495554386,5,5111.5
1511,1511,Ammonia,New-build,Middle East,greenfield,Biomass Digestion + ammonia synthesis,2041,967.9784979,1966.792213,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.009142110719539964,1.0,0.0,0.009142110719539964,1,5191.0
1518,1518,Ammonia,New-build,North America,greenfield,Biomass Digestion + ammonia synthesis,2041,598.0992557,1215.251125,5522.867347,0.0,0.0,0.0,0.0,0.0,0.0,0.4472324602757748,1.0,0.0,0.4472324602757748,5,5073.0
