product,year,region,name,scope,emissivity_type,scenario,unit,emission_factor_ch4
Ammonia,2023,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003854875317167
Ammonium nitrate,2023,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003854875317167
Urea,2023,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003854875317167
Ammonia,2023,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003066318415936
Ammonium nitrate,2023,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003066318415936
Urea,2023,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003066318415936
Ammonia,2023,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0007021095931869
Ammonium nitrate,2023,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0007021095931869
Urea,2023,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0007021095931869
Ammonia,2023,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015915647785279
Ammonium nitrate,2023,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015915647785279
Urea,2023,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015915647785279
Ammonia,2023,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006887417077791
Ammonium nitrate,2023,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006887417077791
Urea,2023,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006887417077791
Ammonia,2023,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000310925750855
Ammonium nitrate,2023,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000310925750855
Urea,2023,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000310925750855
Ammonia,2023,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Ammonium nitrate,2023,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Urea,2023,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Ammonia,2023,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006887417077791
Ammonium nitrate,2023,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006887417077791
Urea,2023,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006887417077791
Ammonia,2023,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Ammonium nitrate,2023,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Urea,2023,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Ammonia,2023,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0007021095931869
Ammonium nitrate,2023,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0007021095931869
Urea,2023,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0007021095931869
Ammonia,2023,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Ammonium nitrate,2023,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Urea,2023,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Ammonia,2023,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015915647785279
Ammonium nitrate,2023,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015915647785279
Urea,2023,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015915647785279
Ammonia,2023,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Ammonium nitrate,2023,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Urea,2023,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003196
Ammonia,2023,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000310925750855
Ammonium nitrate,2023,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000310925750855
Urea,2023,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.000310925750855
Ammonia,2024,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Ammonium nitrate,2024,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Urea,2024,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Ammonia,2024,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003538046785057
Ammonium nitrate,2024,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003538046785057
Urea,2024,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003538046785057
Ammonia,2024,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Ammonium nitrate,2024,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Urea,2024,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Ammonia,2024,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Ammonium nitrate,2024,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Urea,2024,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Ammonia,2024,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003772856693397
Ammonium nitrate,2024,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003772856693397
Urea,2024,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003772856693397
Ammonia,2024,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Ammonium nitrate,2024,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Urea,2024,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003001077598576
Ammonia,2024,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006871710912042
Ammonium nitrate,2024,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006871710912042
Urea,2024,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006871710912042
Ammonia,2024,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015577016981337
Ammonium nitrate,2024,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015577016981337
Urea,2024,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015577016981337
Ammonia,2024,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006740876288902
Ammonium nitrate,2024,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006740876288902
Urea,2024,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006740876288902
Ammonia,2024,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003043103093475
Ammonium nitrate,2024,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003043103093475
Urea,2024,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003043103093475
Ammonia,2024,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006740876288902
Ammonium nitrate,2024,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006740876288902
Urea,2024,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006740876288902
Ammonia,2024,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006871710912042
Ammonium nitrate,2024,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006871710912042
Urea,2024,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006871710912042
Ammonia,2024,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015577016981337
Ammonium nitrate,2024,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015577016981337
Urea,2024,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015577016981337
Ammonia,2024,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonium nitrate,2024,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Urea,2024,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0003128
Ammonia,2024,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003043103093475
Ammonium nitrate,2024,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003043103093475
Urea,2024,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003043103093475
Ammonia,2025,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Ammonium nitrate,2025,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Urea,2025,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Ammonia,2025,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003461132724512
Ammonium nitrate,2025,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003461132724512
Urea,2025,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003461132724512
Ammonia,2025,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Ammonium nitrate,2025,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Urea,2025,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Ammonia,2025,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Ammonium nitrate,2025,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Urea,2025,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Ammonia,2025,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003690838069628
Ammonium nitrate,2025,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003690838069628
Urea,2025,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003690838069628
Ammonia,2025,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Ammonium nitrate,2025,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Urea,2025,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002935836781216
Ammonia,2025,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006722325892215
Ammonium nitrate,2025,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006722325892215
Urea,2025,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006722325892215
Ammonia,2025,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015238386177395
Ammonium nitrate,2025,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015238386177395
Urea,2025,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015238386177395
Ammonia,2025,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006594335500012
Ammonium nitrate,2025,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006594335500012
Urea,2025,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006594335500012
Ammonia,2025,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002976948678399
Ammonium nitrate,2025,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002976948678399
Urea,2025,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002976948678399
Ammonia,2025,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006594335500012
Ammonium nitrate,2025,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006594335500012
Urea,2025,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006594335500012
Ammonia,2025,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006722325892215
Ammonium nitrate,2025,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006722325892215
Urea,2025,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006722325892215
Ammonia,2025,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015238386177395
Ammonium nitrate,2025,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015238386177395
Urea,2025,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0015238386177395
Ammonia,2025,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonium nitrate,2025,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Urea,2025,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.000306
Ammonia,2025,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002976948678399
Ammonium nitrate,2025,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002976948678399
Urea,2025,Australia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002976948678399
Ammonia,2026,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,China,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,North America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Rest of Asia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Russia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Europe,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,India,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Middle East,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Africa,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Latin America,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Oceania,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Ammonium nitrate,2026,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Urea,2026,China,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Ammonia,2026,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003384218663967
Ammonium nitrate,2026,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003384218663967
Urea,2026,North America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003384218663967
Ammonia,2026,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Ammonium nitrate,2026,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Urea,2026,Rest of Asia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Ammonia,2026,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Ammonium nitrate,2026,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Urea,2026,Russia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Ammonia,2026,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003608819445858
Ammonium nitrate,2026,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003608819445858
Urea,2026,Europe,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0003608819445858
Ammonia,2026,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Ammonium nitrate,2026,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Urea,2026,India,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002870595963855
Ammonia,2026,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006572940872388
Ammonium nitrate,2026,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006572940872388
Urea,2026,Middle East,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006572940872388
Ammonia,2026,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0014899755373453
Ammonium nitrate,2026,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0014899755373453
Urea,2026,Africa,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0014899755373453
Ammonia,2026,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006447794711123
Ammonium nitrate,2026,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006447794711123
Urea,2026,Latin America,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006447794711123
Ammonia,2026,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002910794263323
Ammonium nitrate,2026,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002910794263323
Urea,2026,Oceania,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0002910794263323
Ammonia,2026,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Brazil,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006447794711123
Ammonium nitrate,2026,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006447794711123
Urea,2026,Brazil,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006447794711123
Ammonia,2026,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Saudi Arabia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006572940872388
Ammonium nitrate,2026,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006572940872388
Urea,2026,Saudi Arabia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0006572940872388
Ammonia,2026,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Namibia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonia,2026,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0014899755373453
Ammonium nitrate,2026,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0014899755373453
Urea,2026,Namibia,Natural gas,3_upstream,Fossil,,tCH4/GJ,0.0014899755373453
Ammonia,2026,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Ammonium nitrate,2026,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
Urea,2026,Australia,Coal,3_upstream,Fossil,,tCH4/GJ,0.0002992
