,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,decommission_bau_score,decommission_bau_score_binned,rank
1535,1535,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2050,272.8927632,554.4785994,828.2543365,0,0,1.95228,0.000230729,0.18444,0,0.38102658,3.136950729,0.202078921,0.38102658,2,1178.5
1536,1536,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2050,272.8927632,554.4785994,828.2543365,0,0,1.4448555,0,0.1365015,0,0.38102658,2.581357,0.482420392,0.38102658,2,1178.5
1538,1538,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2050,198.9846292,404.3079677,828.2543365,0,0,1.95228,1.45E-05,0.53244,0,0.666128148,3.4847345,0.026594194,0.666128148,6,683.5
1539,1539,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2050,198.9846292,404.3079677,828.2543365,0,0,1.4448555,0,0.3940515,0,0.666128148,2.838907,0.352465819,0.666128148,6,683.5
1541,1541,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2050,272.8927632,554.4785994,828.2543365,0,0,1.95228,0.000230729,0.42456,0,0.38102658,3.377070729,0.080919177,0.38102658,2,1178.5
1542,1542,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2050,272.8927632,554.4785994,828.2543365,0,0,1.4448555,0,0.314211,0,0.38102658,2.7590665,0.392751737,0.38102658,2,1178.5
1544,1544,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2050,222.637467,452.3671109,828.2543365,0,0,1.95228,0.000119156,0.42456,0,0.574887025,3.376959156,0.080975475,0.574887025,5,769.5
1545,1545,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2050,222.637467,452.3671109,828.2543365,0,0,1.4448555,0,0.314211,0,0.574887025,2.7590665,0.392751737,0.574887025,5,769.5
1547,1547,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2050,299.6795131,608.9053982,828.2543365,0,0,1.95228,0,0.40368,0,0.277696351,3.35596,0.091571228,0.277696351,1,1335.5
1548,1548,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2050,299.6795131,608.9053982,828.2543365,0,0,1.4448555,0,0.298758,0,0.277696351,2.7436135,0.400549011,0.277696351,1,1335.5
1550,1550,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2020,249.8634244,501.7515265,410,0,0,1.839519,0.101074424,0.03915,0,0.469862547,2.979743424,0.28140258,0.469862547,5,968
1551,1551,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2020,316.8809683,637.9214762,2320,0,0,1.3320945,0,-0.0395415,0,0.211341518,2.292553,0.628145108,0.211341518,3,1476
1553,1553,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2020,194.9394756,390.1540117,410,0,0,1.839519,0.091303984,0.06075,0,0.681732379,2.991572984,0.27543362,0.681732379,7,638
1554,1554,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2020,261.9570195,526.3239614,2320,0,0,1.3320945,0,-0.0613575,0,0.42321135,2.270737,0.639153025,0.42321135,5,1017
1556,1556,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2020,172.1434225,343.835731,410,0,0,1.839519,0.03273587,0.0513,0,0.769668444,2.92355487,0.309754199,0.769668444,8,260
1557,1557,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2020,239.1609664,480.0056807,2320,0,0,1.3320945,0,-0.051813,0,0.511147415,2.2802815,0.634337061,0.511147415,6,859
1559,1559,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2020,204.7222596,410.0312128,410,0,0,1.839519,0.101074424,0.0549,0,0.643995165,2.995493424,0.273455445,0.643995165,7,753
1560,1560,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2020,271.7398034,546.2011626,2320,0,0,1.3320945,0,-0.055449,0,0.385474137,2.2766455,0.636171714,0.385474137,4,1069
1562,1562,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2020,199.0798124,398.5665767,410,0,0,1.839519,0.101074424,0.02565,0,0.665760977,2.966243424,0.288214409,0.665760977,7,692
1563,1563,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2020,266.0973562,534.7365265,2320,0,0,1.3320945,0,-0.0259065,0,0.407239949,2.306188,0.62126516,0.407239949,5,1044
1565,1565,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2020,122.200262,242.3584571,410,0,0,1.839519,0.101074424,0.02385,0,0.962324822,2.964443424,0.289122653,0.962324822,10,40
1566,1566,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2020,189.2178058,378.5284068,2320,0,0,1.3320945,0,-0.0240885,0,0.703803793,2.308006,0.620347834,0.703803793,8,522
1568,1568,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2020,112.4335597,222.5139315,410,0,0,1.839519,0.052720107,0.06885,0,1,2.961089107,0.290815174,1,11,1
1569,1569,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2020,179.4511036,358.6838813,2320,0,0,1.3320945,0,-0.0695385,0,0.741478971,2.262556,0.643280993,0.741478971,8,330
1571,1571,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2020,117.5285351,232.8661841,410,0,0,1.839519,0.101074424,0.0549,0,0.980346068,2.995493424,0.273455445,0.980346068,10,6
1572,1572,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2020,184.5460789,369.0361338,2320,0,0,1.3320945,0,-0.055449,0,0.721825039,2.2766455,0.636171714,0.721825039,8,438
1574,1574,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2020,181.5993524,363.0488121,410,0,0,1.839519,0.091303984,0.0549,0,0.733192074,2.985722984,0.278385413,0.733192074,8,390
1575,1575,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2020,248.6168963,499.2187618,2320,0,0,1.3320945,0,-0.055449,0,0.474671045,2.2766455,0.636171714,0.474671045,5,956
1577,1577,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2020,119.560133,236.994097,410,0,0,1.839519,0.03273587,0.0522,0,0.972509153,2.92445487,0.309300077,0.972509153,10,25
1578,1578,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2020,186.5776768,373.1640468,2320,0,0,1.3320945,0,-0.052722,0,0.713988124,2.2793725,0.634795724,0.713988124,8,484
1580,1580,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2021,249.9442086,501.9156684,404.5,0,0,1.839519,0.095327185,0.03915,0,0.469550921,2.973996185,0.284302521,0.469550921,5,970
1581,1581,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2021,316.9617525,638.0856181,2314.5,0,0,1.3320945,0,-0.0395415,0,0.211029892,2.292553,0.628145108,0.211029892,2,1478
1583,1583,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2021,193.8354748,387.9108418,404.5,0,0,1.839519,0.087584113,0.06075,0,0.685991076,2.987853113,0.277310593,0.685991076,7,625
1584,1584,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2021,260.8530187,524.0807915,2314.5,0,0,1.3320945,0,-0.0613575,0,0.427470047,2.270737,0.639153025,0.427470047,5,1011
1586,1586,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2021,173.3384013,346.2637549,404.5,0,0,1.839519,0.030770092,0.0513,0,0.765058798,2.921589092,0.310746091,0.765058798,8,268
1587,1587,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2021,240.3559451,482.4337047,2314.5,0,0,1.3320945,0,-0.051813,0,0.50653777,2.2802815,0.634337061,0.50653777,5,869
1589,1589,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2021,204.8030438,410.1953547,404.5,0,0,1.839519,0.095327185,0.0549,0,0.643683539,2.989746185,0.276355387,0.643683539,7,755
1590,1590,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2021,271.8205877,546.3653044,2314.5,0,0,1.3320945,0,-0.055449,0,0.38516251,2.2766455,0.636171714,0.38516251,4,1071
1592,1592,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2021,199.1605966,398.7307186,404.5,0,0,1.839519,0.095327185,0.02565,0,0.665449351,2.960496185,0.291114351,0.665449351,7,696
1593,1593,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2021,266.1781405,534.9006683,2314.5,0,0,1.3320945,0,-0.0259065,0,0.406928322,2.306188,0.62126516,0.406928322,4,1046
1595,1595,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2021,123.4969178,244.993074,404.5,0,0,1.839519,0.095327185,0.02385,0,0.957322955,2.958696185,0.292022595,0.957322955,10,52
1596,1596,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2021,190.5144616,381.1630237,2314.5,0,0,1.3320945,0,-0.0240885,0,0.698801927,2.308006,0.620347834,0.698801927,7,544
1598,1598,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2021,113.670468,225.0271502,404.5,0,0,1.839519,0.048790155,0.06885,0,0.99522861,2.957159155,0.292798149,0.99522861,11,2
1599,1599,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2021,180.6880119,361.1970999,2314.5,0,0,1.3320945,0,-0.0695385,0,0.736707582,2.262556,0.643280993,0.736707582,8,359
1601,1601,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2021,118.8251909,235.500801,404.5,0,0,1.839519,0.095327185,0.0549,0,0.975344201,2.989746185,0.276355387,0.975344201,10,17
1602,1602,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2021,185.8427347,371.6707507,2314.5,0,0,1.3320945,0,-0.055449,0,0.716823173,2.2766455,0.636171714,0.716823173,8,463
1604,1604,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2021,181.6612914,363.1746631,404.5,0,0,1.839519,0.087584113,0.0549,0,0.732953144,2.982003113,0.280262386,0.732953144,8,392
1605,1605,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2021,248.6788353,499.3446128,2314.5,0,0,1.3320945,0,-0.055449,0,0.474432115,2.2766455,0.636171714,0.474432115,5,958
1607,1607,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2021,120.8425211,239.5997241,404.5,0,0,1.839519,0.030770092,0.0522,0,0.967562324,2.922489092,0.310291969,0.967562324,10,36
1608,1608,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2021,187.860065,375.7696738,2314.5,0,0,1.3320945,0,-0.052722,0,0.709041295,2.2793725,0.634795724,0.709041295,8,503
1610,1610,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2022,249.9761191,501.9805059,399,0,0,1.839519,0.089579946,0.03915,0,0.469427826,2.968248946,0.287202463,0.469427826,5,974
1611,1611,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2022,316.993663,638.1504557,2309,0,0,1.3320945,0,-0.0395415,0,0.210906797,2.292553,0.628145108,0.210906797,2,1480
1613,1613,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2022,192.7589527,385.7235048,399,0,0,1.839519,0.083864241,0.06075,0,0.690143774,2.984133241,0.279187566,0.690143774,7,604
1614,1614,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2022,259.7764966,521.8934545,2309,0,0,1.3320945,0,-0.0613575,0,0.431622745,2.270737,0.639153025,0.431622745,4,1007
1616,1616,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2022,174.4027525,348.4263626,399,0,0,1.839519,0.028804313,0.0513,0,0.76095305,2.919623313,0.311737984,0.76095305,8,283
1617,1617,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2022,241.4202964,484.5963123,2309,0,0,1.3320945,0,-0.051813,0,0.502432021,2.2802815,0.634337061,0.502432021,5,881
1619,1619,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2022,204.8349543,410.2601923,399,0,0,1.839519,0.089579946,0.0549,0,0.643560444,2.983998946,0.279255328,0.643560444,7,757
1620,1620,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2022,271.8524982,546.430142,2309,0,0,1.3320945,0,-0.055449,0,0.385039415,2.2766455,0.636171714,0.385039415,4,1073
1622,1622,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2022,199.1925071,398.7955562,399,0,0,1.839519,0.089579946,0.02565,0,0.665326256,2.954748946,0.294014293,0.665326256,7,698
1623,1623,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2022,266.210051,534.9655059,2309,0,0,1.3320945,0,-0.0259065,0,0.406805227,2.306188,0.62126516,0.406805227,4,1048
1625,1625,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2022,124.6794886,247.3958866,399,0,0,1.839519,0.089579946,0.02385,0,0.952761173,2.952948946,0.294922537,0.952761173,10,72
1626,1626,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2022,191.6970324,383.5658364,2309,0,0,1.3320945,0,-0.0240885,0,0.694240145,2.308006,0.620347834,0.694240145,7,577
1628,1628,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2022,114.8168167,227.3563649,399,0,0,1.839519,0.044860203,0.06885,0,0.990806556,2.953229203,0.294781125,0.990806556,11,3
1629,1629,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2022,181.8343606,363.5263147,2309,0,0,1.3320945,0,-0.0695385,0,0.732285527,2.262556,0.643280993,0.732285527,8,398
1631,1631,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2022,120.0077616,237.9036137,399,0,0,1.839519,0.089579946,0.0549,0,0.97078242,2.983998946,0.279255328,0.97078242,10,35
1632,1632,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2022,187.0253055,374.0735634,2309,0,0,1.3320945,0,-0.055449,0,0.712261391,2.2766455,0.636171714,0.712261391,7,499
1634,1634,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2022,181.6720492,363.1965214,399,0,0,1.839519,0.083864241,0.0549,0,0.732911645,2.978283241,0.282139359,0.732911645,8,393
1635,1635,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2022,248.6895931,499.3664712,2309,0,0,1.3320945,0,-0.055449,0,0.474390616,2.2766455,0.636171714,0.474390616,5,959
1637,1637,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2022,122.0204316,241.9930676,399,0,0,1.839519,0.028804313,0.0522,0,0.96301852,2.920523313,0.311283862,0.96301852,10,39
1638,1638,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2022,189.0379754,378.1630174,2309,0,0,1.3320945,0,-0.052722,0,0.704497491,2.2793725,0.634795724,0.704497491,7,519
1640,1640,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2023,249.9562236,501.940081,393.5,0,0,1.839519,0.083832707,0.03915,0,0.469504573,2.962501707,0.290102405,0.469504573,5,971
1641,1641,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2023,316.9737674,638.1100307,2303.5,0,0,1.3320945,0,-0.0395415,0,0.210983545,2.292553,0.628145108,0.210983545,2,1479
1643,1643,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2023,191.7115581,383.5953506,393.5,0,0,1.839519,0.08014437,0.06075,0,0.694184112,2.98041337,0.281064538,0.694184112,7,579
1644,1644,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2023,258.729102,519.7653003,2303.5,0,0,1.3320945,0,-0.0613575,0,0.435663083,2.270737,0.639153025,0.435663083,4,1000
1646,1646,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2023,175.3286385,350.3076289,393.5,0,0,1.839519,0.026838534,0.0513,0,0.757381433,2.917657534,0.312729876,0.757381433,8,292
1647,1647,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2023,242.3461823,486.4775786,2303.5,0,0,1.3320945,0,-0.051813,0,0.498860404,2.2802815,0.634337061,0.498860404,5,889
1649,1649,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2023,204.8150588,410.2197673,393.5,0,0,1.839519,0.083832707,0.0549,0,0.643637191,2.978251707,0.28215527,0.643637191,7,756
1650,1650,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2023,271.8326026,546.3897171,2303.5,0,0,1.3320945,0,-0.055449,0,0.385116162,2.2766455,0.636171714,0.385116162,4,1072
1652,1652,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2023,199.1726115,398.7551312,393.5,0,0,1.839519,0.083832707,0.02565,0,0.665403003,2.949001707,0.296914234,0.665403003,7,697
1653,1653,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2023,266.1901554,534.925081,2303.5,0,0,1.3320945,0,-0.0259065,0,0.406881974,2.306188,0.62126516,0.406881974,4,1047
1655,1655,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2023,125.7411292,249.5529868,393.5,0,0,1.839519,0.083832707,0.02385,0,0.948665881,2.947201707,0.297822478,0.948665881,10,83
1656,1656,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2023,192.7586731,385.7229366,2303.5,0,0,1.3320945,0,-0.0240885,0,0.690144852,2.308006,0.620347834,0.690144852,7,603
1658,1658,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2023,115.8671723,229.4905355,393.5,0,0,1.839519,0.040930251,0.06885,0,0.986754796,2.949299251,0.2967641,0.986754796,11,4
1659,1659,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2023,182.8847162,365.6604852,2303.5,0,0,1.3320945,0,-0.0695385,0,0.728233767,2.262556,0.643280993,0.728233767,8,418
1661,1661,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2023,121.0694023,240.0607139,393.5,0,0,1.839519,0.083832707,0.0549,0,0.966687127,2.978251707,0.28215527,0.966687127,10,37
1662,1662,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2023,188.0869462,376.2306636,2303.5,0,0,1.3320945,0,-0.055449,0,0.708166098,2.2766455,0.636171714,0.708166098,7,505
1664,1664,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2023,181.628555,363.1081475,393.5,0,0,1.839519,0.08014437,0.0549,0,0.733079425,2.97456337,0.284016331,0.733079425,8,391
1665,1665,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2023,248.6460989,499.2780973,2303.5,0,0,1.3320945,0,-0.055449,0,0.474558396,2.2766455,0.636171714,0.474558396,5,957
1667,1667,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2023,123.0875956,244.1613906,393.5,0,0,1.839519,0.026838534,0.0522,0,0.958901921,2.918557534,0.312275755,0.958901921,10,47
1668,1668,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2023,190.1051395,380.3313404,2303.5,0,0,1.3320945,0,-0.052722,0,0.700380892,2.2793725,0.634795724,0.700380892,7,536
1670,1670,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2024,249.8814135,501.7880778,388,0,0,1.839519,0.078085468,0.03915,0,0.469793154,2.956754468,0.293002346,0.469793154,5,969
1671,1671,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2024,316.8989574,637.9580275,2298,0,0,1.3320945,0,-0.0395415,0,0.211272125,2.292553,0.628145108,0.211272125,2,1477
1673,1673,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2024,190.6950387,381.5299301,388,0,0,1.839519,0.076424499,0.06075,0,0.698105348,2.976693499,0.282941511,0.698105348,7,547
